"","edid","year","variable","party","value"
"636","60","2014","CLEMENT","INDEPENDENT","386"
"637","60","2014","FLYNN","ONTARIO LIBERAL PARTY","24717"
"638","60","2014","MARVILLE","NEW DEMOCRATIC PARTY OF ONTARIO","3994"
"639","60","2014","SCOTT","THE GREEN PARTY OF ONTARIO","18921"
"640","60","2014","URSOMARZO","FREEDOM                        ","132"
"641","60","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","169"
"642","60","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","79"
"643","60","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","231"
"644","60","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","50516"
"645","60","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","90006"
"646","61","2014","FRENCH","NEW DEMOCRATIC PARTY OF ONTARIO","22232"
"647","61","2014","OUELLETTE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","14540"
"648","61","2014","QUINTYN","ONTARIO LIBERAL PARTY","9051"
"649","61","2014","SMIT","THE GREEN PARTY OF ONTARIO","1785"
"650","61","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","165"
"651","61","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","132"
"652","61","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","353"
"653","61","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","48258"
"654","61","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","96154"
"655","62","2014","DEKKER","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","9678"
"656","62","2014","FAULKNER","THE GREEN PARTY OF ONTARIO","525"
"657","62","2014","MCKENZIE","NEW DEMOCRATIC PARTY OF ONTARIO","10894"
"658","62","2014","NAQVI","ONTARIO LIBERAL PARTY","27689"
"659","62","2014","O.DONNELL","O.DONNELL","4163"
"660","62","2014","WASSLEN","COMMUNIST                      ","283"
"661","62","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","251"
"662","62","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","92"
"663","62","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","303"
"664","62","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","53878"
"665","62","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94777"
"666","63","2014","BOURDEAU","ONTARIO LIBERTARIAN PARTY","411"
"667","63","2014","LALONDE","ONTARIO LIBERAL PARTY","29911"
"668","63","2014","LISTER","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","18525"
"669","63","2014","M.BEMBA.MEKA","M.BEMBA.MEKA","5022"
"670","63","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","272"
"671","63","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","113"
"672","63","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","230"
"673","63","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","56520"
"674","63","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","95258"
"675","64","2014","BRISSON","ONTARIO LIBERTARIAN PARTY","273"
"676","64","2014","FRASER","ONTARIO LIBERAL PARTY","23708"
"677","64","2014","FUNICIELLO","NEW DEMOCRATIC PARTY OF ONTARIO","5817"
"678","64","2014","LAKATOS.HAYWARD","LAKATOS.HAYWARD","2034"
"679","64","2014","MANIRAMBONA","COMMUNIST                      ","139"
"680","64","2014","REDINS","PARTY FOR PEOPLE WITH SPECIAL NEEDS","244"
"681","64","2014","YOUNG","THE PEOPLES POLITICAL PARTY","15235"
"682","64","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","206"
"683","64","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","70"
"684","64","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","156"
"685","64","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","47882"
"686","64","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","89150"
"687","65","2014","BAGLER","THE GREEN PARTY OF ONTARIO","3144"
"688","65","2014","FORGET","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","8750"
"689","65","2014","MEILLEUR","ONTARIO LIBERAL PARTY","21810"
"690","65","2014","NGAMBY","NEW DEMOCRATIC PARTY OF ONTARIO","5228"
"691","65","2014","RICHARD","ONTARIO LIBERTARIAN PARTY","329"
"692","65","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","222"
"693","65","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","87"
"694","65","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","208"
"695","65","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","39778"
"696","65","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","81412"
"697","66","2014","BROOKS","ONTARIO LIBERTARIAN PARTY","318"
"698","66","2014","CHIARELLI","ONTARIO LIBERAL PARTY","21035"
"699","66","2014","CULLEN","NEW DEMOCRATIC PARTY OF ONTARIO","6760"
"700","66","2014","DENLEY","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15895"
"701","66","2014","HILL","COMMUNIST                      ","2899"
"702","66","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","237"
"703","66","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","86"
"704","66","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","396"
"705","66","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","47626"
"706","66","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","85125"
"707","67","2014","FARLOW","THE GREEN PARTY OF ONTARIO","1985"
"708","67","2014","HARDEMAN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","18958"
"709","67","2014","HODGES","FREEDOM                        ","384"
"710","67","2014","MOULTON","ONTARIO LIBERAL PARTY","8736"
"711","67","2014","SMITH","THE GREEN PARTY OF ONTARIO","10573"
"712","67","2014","WRIGHT","ONTARIO LIBERAL PARTY","365"
"713","67","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","162"
"714","67","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","136"
"715","67","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","445"
"716","67","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","41744"
"717","67","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","80398"
"718","68","2014","DINOVO","NEW DEMOCRATIC PARTY OF ONTARIO","18385"
"719","68","2014","ELLERTON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","5787"
"720","68","2014","LEBLANC","ONTARIO LIBERAL PARTY","17841"
"721","68","2014","MOTZ","FREEDOM                        ","105"
"722","68","2014","RUDKINS","THE GREEN PARTY OF ONTARIO","2479"
"723","68","2014","VEZINA","NONE OF THE ABOVE PARTY OF ONTARIO","305"
"724","68","2014","WEISSENBERGER","ONTARIO LIBERTARIAN PARTY","191"
"725","68","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","161"
"726","68","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","101"
"727","68","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","221"
"728","68","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","45576"
"729","68","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","80122"
"730","69","2014","MILLER","NEW DEMOCRATIC PARTY OF ONTARIO","15761"
"731","69","2014","MOBBLEY","NEW DEMOCRATIC PARTY OF ONTARIO","4999"
"732","69","2014","RICHTER","THE GREEN PARTY OF ONTARIO","7484"
"733","69","2014","STIVRINS","FREEDOM                        ","296"
"734","69","2014","WATERS","ONTARIO LIBERAL PARTY","10158"
"735","69","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","147"
"736","69","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","55"
"737","69","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","265"
"738","69","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","39165"
"739","69","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","75153"
"740","70","2014","DESJARDINS","THE GREEN PARTY OF ONTARIO","2005"
"741","70","2014","DEVRIES","FAMILY COALITION PARTY OF ONTARIO","746"
"742","70","2014","MARSHALL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","411"
"743","70","2014","MURPHY","INDEPENDENT","343"
"744","70","2014","PETTAPIECE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15992"
"745","70","2014","SKINNER","ONTARIO LIBERAL PARTY","13585"
"746","70","2014","SMINK","FREEDOM                        ","202"
"747","70","2014","SMITH.FULLERTON","SMITH.FULLERTON","7764"
"748","70","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","193"
"749","70","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","131"
"750","70","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","326"
"751","70","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","41698"
"752","70","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","74914"
"753","71","2014","BEAMISH","THE GREEN PARTY OF ONTARIO","2287"
"754","71","2014","FAUX","PAUPER PARTY OF ONTARIO","52"
"755","71","2014","LEAL","ONTARIO LIBERAL PARTY","24709"
"756","71","2014","MARTINDALE","INDEPENDENT","395"
"757","71","2014","MATHESON","FREEDOM                        ","121"
"758","71","2014","QUIANO","SOCIALIST PARTY OF ONTARIO","132"
"759","71","2014","STEWART","ONTARIO LIBERTARIAN PARTY","15907"
"760","71","2014","WOOD","NEW DEMOCRATIC PARTY OF ONTARIO","9728"
"761","71","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","145"
"762","71","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","133"
"763","71","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","344"
"764","71","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","53953"
"765","71","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94167"
"766","72","2014","GAUDET","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12638"
"767","72","2014","HIGDON","NEW DEMOCRATIC PARTY OF ONTARIO","6600"
"768","72","2014","HOEFIG","ONTARIO LIBERTARIAN PARTY","463"
"769","72","2014","MACCHARLES","ONTARIO LIBERAL PARTY","23206"
"770","72","2014","NAVARRO","THE GREEN PARTY OF ONTARIO","1564"
"771","72","2014","OLIVER","FREEDOM                        ","191"
"772","72","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","227"
"773","72","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","101"
"774","72","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","208"
"775","72","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","45198"
"776","72","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","82518"
"777","73","2014","PAYNE","THE GREEN PARTY OF ONTARIO","2448"
"778","73","2014","SMITH","THE GREEN PARTY OF ONTARIO","19281"
"779","73","2014","STEWART","ONTARIO LIBERTARIAN PARTY","8829"
"780","73","2014","THOMPSON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15105"
"781","73","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","224"
"782","73","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","122"
"783","73","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","274"
"784","73","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46838"
"785","73","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","90761"
"786","74","2014","BECKWITH.SMITH","BECKWITH.SMITH","392"
"787","74","2014","BOILEAU","ONTARIO LIBERAL PARTY","7897"
"788","74","2014","DOUGHERTY","NEW DEMOCRATIC PARTY OF ONTARIO","5978"
"789","74","2014","REID","FREEDOM                        ","489"
"790","74","2014","WRIGHT","ONTARIO LIBERAL PARTY","1337"
"791","74","2014","YAKABUSKI","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","25241"
"792","74","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","126"
"793","74","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","100"
"794","74","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","244"
"795","74","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","41804"
"796","74","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","76956"
"797","75","2014","BILY","ONTARIO LIBERTARIAN PARTY","510"
"798","75","2014","DEVITA","NEW DEMOCRATIC PARTY OF ONTARIO","4697"
"799","75","2014","DUBOISKY","ONTARIO MODERATE PARTY","160"
"800","75","2014","GUPTA","THE GREEN PARTY OF ONTARIO","15642"
"801","75","2014","LAVE","THE GREEN PARTY OF ONTARIO","1344"
"802","75","2014","MORIDI","ONTARIO LIBERAL PARTY","20455"
"803","75","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","219"
"804","75","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","157"
"805","75","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","209"
"806","75","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","43393"
"807","75","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94977"
"808","76","2014","BRADLEY","ONTARIO LIBERAL PARTY","19070"
"809","76","2014","DUSHKO","ONTARIO LIBERTARIAN PARTY","223"
"810","76","2014","FRASER","ONTARIO LIBERAL PARTY","1792"
"811","76","2014","SISCOE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","13814"
"812","76","2014","STEVENS","ONTARIO LIBERAL PARTY","11350"
"813","76","2014","UNRAU","FREEDOM                        ","170"
"814","76","2014","WAZIRUDDIN","COMMUNIST                      ","95"
"815","76","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","220"
"816","76","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","132"
"817","76","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","373"
"818","76","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","47239"
"819","76","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","86198"
"820","77","2014","DELUCE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12037"
"821","77","2014","HOSKINS","ONTARIO LIBERAL PARTY","30027"
"822","77","2014","KITTREDGE","ONTARIO LIBERTARIAN PARTY","407"
"823","77","2014","RACHLIS","THE GREEN PARTY OF ONTARIO","2569"
"824","77","2014","RITA","FREEDOM                        ","165"
"825","77","2014","SAVAGE","NEW DEMOCRATIC PARTY OF ONTARIO","5056"
"826","77","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","174"
"827","77","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","77"
"828","77","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","260"
"829","77","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","50772"
"830","77","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","88905"
"831","78","2014","BAILEY","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","18722"
"832","78","2014","FALBY","ONTARIO LIBERTARIAN PARTY","340"
"833","78","2014","GILLIS","ONTARIO LIBERAL PARTY","8152"
"834","78","2014","SHAW","THE GREEN PARTY OF ONTARIO","2109"
"835","78","2014","WHITE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","16327"
"836","78","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","194"
"837","78","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","138"
"838","78","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","282"
"839","78","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46264"
"840","78","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","80669"
"841","79","2014","FLANNIGAN","THE GREEN PARTY OF ONTARIO","965"
"842","79","2014","FREMLIN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","3704"
"843","79","2014","ORAZIETTI","ONTARIO LIBERAL PARTY","17490"
"844","79","2014","ROSS","NEW DEMOCRATIC PARTY OF ONTARIO","7610"
"845","79","2014","WILLIAMS","ONTARIO LIBERTARIAN PARTY","115"
"846","79","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","149"
"847","79","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","46"
"848","79","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","71"
"849","79","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","30150"
"850","79","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","59385"
"851","80","2014","CHEN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12041"
"852","80","2014","CLARKE","THE PEOPLES POLITICAL PARTY","387"
"853","80","2014","THOMPSON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","907"
"854","80","2014","WILSON","NEW DEMOCRATIC PARTY OF ONTARIO","4105"
"855","80","2014","WONG","ONTARIO LIBERAL PARTY","17332"
"856","80","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","168"
"857","80","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","146"
"858","80","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","156"
"859","80","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","35242"
"860","80","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","76549"
"861","81","2014","BAKER","ONTARIO LIBERAL PARTY","7145"
"862","81","2014","DUGUID","ONTARIO LIBERAL PARTY","19390"
"863","81","2014","RAMALHO","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","7599"
"864","81","2014","YAGHLEDJIAN","THE GREEN PARTY OF ONTARIO","1086"
"865","81","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","231"
"866","81","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","104"
"867","81","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","120"
"868","81","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","35675"
"869","81","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","74190"
"870","82","2014","BUSTARD","BUSTARD","1034"
"871","82","2014","HUNTER","ONTARIO LIBERAL PARTY","17318"
"872","82","2014","KERR","ONTARIO LIBERTARIAN PARTY","476"
"873","82","2014","KIRUPA","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","9721"
"874","82","2014","MOKHTARZADA","FREEDOM                        ","148"
"875","82","2014","SAWDON","CANADIANS' CHOICE PARTY","120"
"876","82","2014","SYED","NEW DEMOCRATIC PARTY OF ONTARIO","5894"
"877","82","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","168"
"878","82","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","105"
"879","82","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","126"
"880","82","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","35110"
"881","82","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","71311"
"882","83","2014","BALKISSOON","ONTARIO LIBERAL PARTY","16095"
"883","83","2014","CHO","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","11500"
"884","83","2014","KHAN","NONE OF THE ABOVE PARTY OF ONTARIO","398"
"885","83","2014","SHAN","NEW DEMOCRATIC PARTY OF ONTARIO","13019"
"886","83","2014","SINGH","NEW DEMOCRATIC PARTY OF ONTARIO","571"
"887","83","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","228"
"888","83","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","161"
"889","83","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","90"
"890","83","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","42062"
"891","83","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","88592"
"892","84","2014","BERARDINETTI","ONTARIO LIBERAL PARTY","18420"
"893","84","2014","DEL.GRANDE","DEL.GRANDE","1493"
"894","84","2014","FOALENG","INDEPENDENT","185"
"895","84","2014","KANG","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","7573"
"896","84","2014","MACAULAY","NEW DEMOCRATIC PARTY OF ONTARIO","8674"
"897","84","2014","ROSE","ONTARIO LIBERTARIAN PARTY","328"
"898","84","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","169"
"899","84","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","102"
"900","84","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","158"
"901","84","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","37102"
"902","84","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","74333"
"903","85","2014","DUDUN","THE GREEN PARTY OF ONTARIO","4172"
"904","85","2014","KENNEY","ONTARIO LIBERAL PARTY","17199"
"905","85","2014","MATTHEWS","ONTARIO LIBERAL PARTY","7793"
"906","85","2014","WILSON","NEW DEMOCRATIC PARTY OF ONTARIO","25988"
"907","85","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","240"
"908","85","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","150"
"909","85","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","496"
"910","85","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","56038"
"911","85","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","107762"
"912","86","2014","DUNLOP","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","22179"
"913","86","2014","LARSEN","ONTARIO LIBERAL PARTY","16413"
"914","86","2014","MIDDLETON","NEW DEMOCRATIC PARTY OF ONTARIO","7846"
"915","86","2014","STUBBINS","THE GREEN PARTY OF ONTARIO","4013"
"916","86","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","195"
"917","86","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","109"
"918","86","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","437"
"919","86","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","51192"
"920","86","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","95998"
"921","87","2014","EARLE","ONTARIO LIBERAL PARTY","9250"
"922","87","2014","MACDONALD","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","8336"
"923","87","2014","MCDONELL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","20624"
"924","87","2014","MCRAE","ONTARIO LIBERTARIAN PARTY","602"
"925","87","2014","NORMAN","THE GREEN PARTY OF ONTARIO","1067"
"926","87","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","221"
"927","87","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","102"
"928","87","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","140"
"929","87","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","40342"
"930","87","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","77544"
"931","88","2014","CIMINO","NEW DEMOCRATIC PARTY OF ONTARIO","14274"
"932","88","2014","LALONDE","ONTARIO LIBERAL PARTY","1212"
"933","88","2014","OLIVIER","ONTARIO LIBERAL PARTY","13296"
"934","88","2014","PERONI","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","4663"
"935","88","2014","POPESCU","INDEPENDENT","105"
"936","88","2014","WILSON","NEW DEMOCRATIC PARTY OF ONTARIO","243"
"937","88","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","158"
"938","88","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","68"
"939","88","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","154"
"940","88","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","34173"
"941","88","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","65819"
"942","89","2014","BALFOUR","ONTARIO LIBERTARIAN PARTY","571"
"943","89","2014","YEUNG.RACCO","YEUNG.RACCO","21780"
"944","89","2014","BERGART","THE GREEN PARTY OF ONTARIO","1229"
"945","89","2014","GOODWIN","FREEDOM                        ","233"
"946","89","2014","HACKELBERG","NEW DEMOCRATIC PARTY OF ONTARIO","4052"
"947","89","2014","MARTOW","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","21886"
"948","89","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","185"
"949","89","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","140"
"950","89","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","215"
"951","89","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","50291"
"952","89","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","105139"
"953","90","2014","DEIBEL","NORTHERN ONTARIO HERITAGE      ","129"
"954","90","2014","KOZORYS","NEW DEMOCRATIC PARTY OF ONTARIO","8052"
